clusters,cost,investment,regret,lole_full_h,eens_full_mwh,time_s
2,512.9249937422838,795.3724900343171,6.282046170705822,2123.8,200.11993965895186,1.49368704
4,484.0691907786724,728.3736623197483,3.521408604786737,1840.2,155.28129513371522,1.7636675200000003
6,490.5479465029581,700.2510292185439,2.7629886032873783,1605.2,138.65568554569055,1.86320688
8,499.1360740922106,652.4229771417911,1.5332535514019692,963.8,75.50518957904465,1.66936602
10,504.52015430199026,680.0337693881611,1.1068835125786287,836.2,62.53757791236343,1.76113572
12,505.9475390588488,672.8543598351081,1.0988663653548953,940.0,68.65605111256191,1.9998220000000004
14,500.9030271662763,676.8250206301167,1.3995883766841695,1179.4,91.79386157920155,2.03204064
16,502.52162220280434,703.9925164839049,1.3704620400293042,1120.4,85.77136514128955,1.8844183599999997
18,499.5112010879187,661.3011357862601,1.098416700961582,1070.4,79.31895457633354,1.8938103599999998
20,501.0090757195604,671.7084233400999,1.10626618241491,1051.2,79.55851183770314,1.9943152000000002
22,505.54649789213033,676.2702558910762,0.904079569876069,1021.4,75.59988065829167,2.00625928
24,501.3793368776522,664.8346084119006,0.8348031171042285,941.4,68.32052530236842,2.44502854
26,509.7108712344495,657.1138627116462,0.6099053835392023,633.2,46.20267407758721,2.54229506
28,502.70711781970624,664.2195724078226,0.7644993050367827,897.4,65.76292317530581,2.5599664
30,504.1865523900309,682.8709023394059,0.9018030786881617,964.4,72.87410524519666,2.5749542400000003
32,503.9215601678858,674.2012365931405,0.7046891994970876,885.0,64.50861510832698,2.6886080999999997
34,510.2497104287704,669.7942370604749,0.45139838835164714,627.8,46.50731942913284,3.3281596
36,505.47030657007844,666.6694975967758,0.38648993614295213,625.4,45.24301496644709,3.2375718200000003
38,509.716207815113,654.3559809497716,0.3359653365896288,629.8,45.83970373336808,3.85008042
40,506.09359336264936,665.3173472024406,0.4458942898928725,797.2,57.154463844953554,4.20727918
42,506.48969773990365,651.1112442224772,0.4425955271470999,732.4,52.838477889206025,3.25345414
44,505.77816837261344,671.3093754328886,0.6044278469334052,894.8,65.48647846155123,2.942457760000001
46,506.6965302317168,657.0756718350418,0.4726432646316476,746.8,54.088056367984834,3.39778818
48,507.4301394687632,653.8002249497799,0.25059845223641525,588.6,43.10924401276557,3.3110813000000006
50,507.7765847577002,653.4955015109465,0.3660774066006657,643.8,46.2650464444226,3.0864436599999996
52,508.79351781490334,657.3342713876106,0.438263291584307,683.4,49.73532608402215,3.5927354800000004
57,510.8135156034641,658.1168242707611,0.24306992611649836,537.8,39.23689561218484,3.7495282599999995
62,510.08240091664845,667.6388291749982,0.2884149968447539,600.8,43.40071517706392,3.35929916
67,510.7356686944946,657.413616516763,0.21166290656887843,541.6,39.29191688674395,4.27766178
72,507.5442029584653,650.7692774678509,0.1799133486055077,574.8,41.45753682877517,4.38682254
77,509.12618683484317,656.5505214508815,0.19223261445711035,576.2,41.928553596693554,4.483633279999999
82,511.9972175363785,657.3498070836765,0.13264914387087046,415.4,30.997084175929196,4.65399262
87,510.84553781302503,653.9351714766719,0.17977306214632435,503.8,36.83770641416035,4.7860322
92,509.1704399542772,652.6639323539642,0.13941963242969693,443.8,32.5800844638277,5.274895819999999
97,509.5782125259963,660.8299658626113,0.2019514067553359,541.6,39.610029150723655,5.46933784
102,509.075003781782,668.645358076679,0.16185720775589735,523.4,37.868640103703505,5.272860079999999
107,509.8165822339074,655.635425059147,0.15620583165538715,514.6,37.484851853618096,6.02084088
112,509.41697948228904,660.9762206464405,0.17587396274047426,547.0,39.68969344238375,5.22187428
117,510.20277265226775,657.8188047245058,0.12111206944263017,471.2,34.47668128518268,5.946414680000001
122,510.3201470803175,657.6476763906367,0.11425323570379811,489.0,35.72208832907377,5.446580299999999
127,508.4428963308711,655.8566315432,0.1273901671449084,525.6,37.98855733892789,6.00880336
132,510.4932486670529,653.3073894109253,0.0823547033181906,445.4,32.709972276751714,6.6239617
137,511.2165049625469,661.3843177824081,0.09071153511983886,444.6,32.84416985129343,7.337273400000001
142,511.43694080491906,655.975688907278,0.09195645393913829,440.8,32.442757563546586,7.6623480200000005
147,510.6710787990881,655.6614925847243,0.08748501464926774,426.8,31.831072009171486,6.906145339999999
152,510.26417703764656,659.8906286152721,0.09422742294057647,474.8,34.778320611993124,7.210237019999999
157,510.71366415996835,652.7865277340688,0.06873200788251685,428.0,31.83246845685727,7.151299119999999
162,511.45671168108845,657.203239396778,0.06663079574500762,427.6,31.682753736886912,7.63785298
167,510.4260180867221,651.3926125519853,0.06152039622735496,443.4,32.57831978008376,8.53817286
172,511.2663900846933,654.5980208195093,0.07186245212270667,423.8,31.392451931538982,8.40856348
177,510.2043817523543,654.6331686316147,0.058779183267443955,414.6,30.73990654110231,8.80761174
182,510.5322845410865,651.880885970124,0.059402933064656285,453.6,33.12532816389302,9.51084912
187,510.52560186117444,655.0125213734502,0.1006486142841575,486.0,35.42146234275202,9.10892552
192,511.14912985512063,653.3766857748232,0.057027416438818666,429.4,31.732298907218166,9.16743618
197,511.6323245161351,651.156896532462,0.046380842558447564,419.6,31.129543081392036,9.672585080000001
202,510.67263478218666,656.03369379445,0.05916303601786151,449.8,33.0287777128453,10.33815742
227,509.8056720666664,658.4772390115643,0.06193077120023209,470.2,34.60343202520837,11.3127037
252,511.3841185033134,655.2771258160436,0.03863204322170008,396.8,29.757417475970065,11.89411566
277,513.6729229605459,653.0252137114268,0.02714657278018387,347.6,26.508954835155073,13.93020734
302,512.0828363353422,653.304806187557,0.02224589148899369,375.4,28.408867124153545,13.7377734
327,510.7425511117538,649.8341375576191,0.021440185252846217,390.8,29.362455508115723,16.55878826
352,511.27318005783616,654.2687777270171,0.022436889698922397,386.2,29.18798387727544,16.6696626
377,511.78985427666083,650.8128163713809,0.015145452225837968,368.2,27.90093511914413,18.82764512
402,512.0969920579792,655.8307074337346,0.020424377355357137,366.2,27.734513742900713,20.59158656
552,511.74319909705684,653.2249513543957,0.010246105765751542,378.4,28.753169965667798,29.54938526
702,512.8393472468151,650.5274062560545,0.00601739891151883,344.0,26.370873551752446,38.316659460000004
852,512.5787295043715,650.414117699958,0.002257951436164212,341.4,26.157591970546452,49.04926868
1002,513.0009482745073,648.3813946762217,0.0021604732681070153,329.6,25.126266828141887,57.42722942
