clusters,cost,investment,regret,lole_full_h,eens_full_mwh,time_s
2,512.2549848310546,802.5562520362963,6.912187121456055,2223.6,215.00155988638122,1.419654
4,498.00036842728895,712.6969690749298,3.7558925488584634,1930.0,183.44456411554754,1.48218472
6,495.9596688217747,718.4360092986537,3.4194795991916687,1895.0,160.54884462482366,1.7224814000000002
8,493.3655901371123,694.6207063581055,2.3161225070283353,1539.8,124.36665429154058,1.6868081600000004
10,490.7441804435236,718.4927042428837,2.9911829281072175,1927.6,166.02921043016727,1.7753296199999997
12,500.3576721807752,693.3446527755676,1.8487049485807723,1406.2,111.06285032654634,1.8750698
14,503.4738795798997,667.5985903617631,0.9439592071611589,846.0,62.4574886948232,2.03352036
16,499.12792263933443,666.6100498678327,1.0199056507269113,881.4,65.8403595772995,2.18554474
18,504.34955896789245,681.3363566365235,1.294895275894171,1147.0,88.20381488412897,2.02842504
20,504.984896795543,669.5500194745853,0.7852726708472244,852.4,62.80230689010515,2.0806891
22,504.6292511566753,681.6416880733015,0.7653569096686491,770.2,56.32875648384392,1.9940054600000003
24,502.93047435390815,668.5305377934505,0.8114676240759364,924.8,67.66776687264853,2.1165233
26,506.89702029335723,673.2146655558737,0.5063013682271261,689.6,50.70269795498247,2.5158576000000004
28,499.1290888161927,666.3339238592658,0.9200976175801031,1057.8,78.0637090676652,2.9388805199999997
30,505.09599776172547,673.1247615667609,0.5879944168012102,760.2,55.68159782250193,3.0464911199999998
32,501.7414978080812,670.1057970031832,0.8226045033683878,938.2,68.09076010491592,2.93461432
34,504.5891058143554,654.4133856551259,0.530951442587247,817.2,59.51588621917348,3.3676816799999996
36,504.1660360317649,667.7381291763985,0.6123369644218084,780.2,57.25523567102315,3.22634944
38,505.6864468144169,663.8617924859077,0.48808377695841043,742.8,53.71259177912483,4.1079533999999995
40,505.57807770453354,654.6190245635047,0.4407097212595178,785.4,56.939600012361794,4.168292279999999
42,505.90139304057703,675.0449800227719,0.5837770669890324,807.8,58.96270294495129,3.15261302
44,509.2013742195986,649.588934316504,0.27463290323332407,557.0,40.90788464982139,3.2553825599999997
46,508.1060745108305,659.561839494541,0.48201153470870706,715.4,52.25953557160884,3.3457006199999997
48,504.6502829527825,654.202151906611,0.4805762613496222,737.4,53.40183805162419,3.31100548
50,506.2398330363212,659.0854393026648,0.5202394702016371,784.8,57.030053466316836,3.3407921599999995
52,506.3405969906983,664.2065189088722,0.39720065509844127,692.8,49.994138504766944,3.1733359599999997
57,505.22346830484804,660.1432299915205,0.31600573198812487,618.4,44.935362832035665,3.3416163600000006
62,509.2369898935699,658.2480023414294,0.29580278855627673,599.2,43.21751524533717,3.7180345000000004
67,508.79626726970463,668.1178600760029,0.29509307800172074,622.2,45.014307579047035,3.64614634
72,506.7965152253831,655.6151290399075,0.224658441775735,647.2,46.425684101268544,4.357358
77,507.36208521392354,654.800611355184,0.2385955556975449,515.6,37.47458069052213,4.4954421799999995
82,507.71833946635815,661.4764817155752,0.18612366741877323,545.0,39.429729866391824,4.55200556
87,508.0724595707637,666.8937411716776,0.25678404888144996,609.8,44.25192086181668,4.78691484
92,511.7063415355844,652.2848697780069,0.1438726814432839,472.8,34.80851834908076,4.70106198
97,509.5004632102982,658.0170345780949,0.14622106737516627,500.6,36.47135996166162,4.8794765
