clusters,cost,investment,regret,lole_full_h,eens_full_mwh,time_s
2,512.637692852839,795.3724900343169,6.282046170705818,2123.8,200.11993965895118,1.7029558000000002
4,479.25095498461803,724.2028989697542,4.473889437712472,2037.2,191.52400482452884,1.55121986
6,479.05503811288065,709.5409675492194,3.240490824325474,2039.0,183.28481195268722,1.73485854
8,479.32309252145404,697.4801995379114,3.330876265172683,2133.0,189.68359207083085,1.69581232
10,502.0521441713634,691.3063552045462,1.5956076188377608,1134.4,86.52319730113845,1.80583688
12,497.66037954104877,664.6023836737986,1.8753007451633619,1418.8,112.30527346668437,2.07477148
14,500.55020769497514,671.3566622498691,1.6885379692155684,1110.8,88.97478095984314,2.09835466
16,499.2207470457232,679.4264175945324,1.3714936195635539,1168.4,88.7900126420373,1.78671144
18,505.3926901948068,668.9502051575137,0.7934771460651476,790.4,59.11515617175421,1.8355759600000003
20,508.01943259439685,671.0211465931073,0.809655782800343,798.2,58.42946352596222,1.93985282
22,504.69505368386365,669.771379118419,0.6436590259244603,811.4,59.03706952611791,2.07109204
24,509.368341821386,666.5626900579769,0.5527116536005019,639.0,47.51057362038591,2.33847878
26,501.9023615366961,678.6700531449953,0.8846951588004421,957.2,70.63745246932015,2.68759398
28,503.0801361923901,661.8816287868144,0.6889437768351708,857.0,62.22421066312061,2.8764942799999997
30,497.9616360287538,672.2091780871816,0.854973400575434,976.8,71.59533081293588,2.74861382
32,502.85975485991247,669.6625923427819,0.7954955571138743,861.0,62.876794771499114,2.98240554
34,502.2793001940856,667.9192431522745,0.8166149415900914,908.2,66.367095953619,2.92438868
36,507.6717301670677,664.7435475594237,0.4630609677713444,755.8,54.4530729439197,3.40458914
38,506.97001012354787,663.6507824587645,0.49990875500262966,697.4,50.65782137412744,4.1916602
40,506.22364054299777,659.7196744599403,0.5147924144103163,780.6,56.6749643200943,2.83420554
42,504.160421799473,667.4118146671854,0.6172987009235766,798.2,58.713715251926395,3.28400082
44,502.87326587536484,657.2055519441308,0.5665296780429616,821.6,60.273148230091465,3.2498417799999997
46,506.93181534631975,662.1627454358473,0.3878755605090653,709.6,51.44245258908411,3.34828402
48,508.6325890489534,664.1430409576608,0.3866079445327518,665.2,47.70979782899657,3.4855538600000004
50,510.3934476894161,662.0661527507724,0.30652959505105615,636.4,45.28763451855478,3.0631453200000003
52,508.30249891898757,665.0100306584421,0.36029363545003623,640.6,46.40372658052942,3.42555372
57,511.1387799933024,663.1417492276533,0.3050286451127975,555.8,40.48778487378027,3.8834802799999992
62,507.578444392848,665.0099475374542,0.31501317176252147,617.6,44.7928049007098,4.45085172
67,510.0013598458339,663.6830571157436,0.24706184717961582,533.6,39.45364628210133,4.04325198
72,508.5805132395688,653.4594124691232,0.18289914934058604,573.6,41.290145173338516,4.31272474
77,509.3123890056924,657.892780909612,0.19836770930804445,561.0,40.5056393429738,4.4464538000000005
82,507.6555210889281,662.6256587201497,0.20608264400827112,544.4,39.71542154350463,4.7903891
87,506.3574392144527,660.6683810548267,0.27521118736343997,637.0,46.010491430939155,4.87328978
92,507.259800816023,653.21311925206,0.1524072277850388,550.6,40.00347002972774,4.87279306
97,509.90794288298423,659.1414830940269,0.1580547165049901,503.2,36.71724843565899,4.8057187
102,509.2630205040074,666.1325752639195,0.21268007761744342,579.4,41.7253889962409,5.645109
