clusters,cost,investment,regret,lole_full_h,eens_full_mwh,time_s
1,512.2549848310546,802.5562520362963,6.91218712145637,2221.0,215.00155988638056,3.6266274
51,507.2455891307797,658.6982674396575,0.2928511212206476,475.0,34.82161071431017,7.0302987
101,511.85612010439627,648.6488531522789,0.04862567971021621,434.0,32.63280093855206,13.401053
151,508.1671651444214,655.2261796087193,0.10225337668727276,529.0,38.64164254774828,31.3162962
201,508.55503520710937,654.8476190385198,0.08621997141230986,555.0,39.478652623710346,55.0972699
251,511.6289565183731,660.2680912914935,0.09145416088640049,488.0,35.58257718207732,55.7997474
301,510.8080066393294,657.2912941161555,0.03078713205430672,430.0,31.142710436942743,32.7796147
351,510.2075894645368,656.7226950526043,0.03957714836739572,457.0,32.99884619994775,78.7820602
401,509.8619674929988,647.1420868327818,0.04333109361269158,470.0,33.661356899485774,97.5419413
451,511.50916402651546,652.5955517604547,0.009792189454678028,391.0,28.588068439922967,79.99678
501,509.3349783736456,655.2680291445921,0.04011825985120874,486.0,34.46490750824116,130.7693646
551,511.89401031422796,653.7151357810309,0.009187226392958192,377.0,28.416728169738636,165.2766767
601,511.48231849078957,650.5632536493741,0.0023306841681358537,364.0,27.436218097374162,177.8477946
651,511.76072606989396,649.6531294165748,0.005386366312602661,377.0,28.180715729660005,200.8194363
701,511.85850547044146,649.0330760369058,0.013999499190056467,410.0,29.918704572749593,187.522725
751,512.3842528498226,647.5124799575866,0.003142623430372908,344.0,25.966157723089346,210.3888143
801,512.0371534166154,650.4676075577206,0.004993377040802059,358.0,26.980659632995508,215.9392557
851,512.3484632518571,648.8197598956685,0.001067875363257399,342.0,25.936432307942106,104.1443279
901,512.5955145572608,651.1935394696826,0.001966816290478843,347.0,26.296683063622066,1019.0765597
951,512.1850259812628,651.059611800102,0.0016206421894472496,353.0,26.50159295137743,286.6793078
1001,511.792068645754,649.6437908150506,0.0014914051923429269,359.0,26.990327883330373,257.1342223
1051,512.0509205439466,646.9919870062826,0.0004111424913067436,344.0,26.075692545816334,257.677066
